gk,peng,ump,upah,cluster
2204,1704,82,159,0
2106,172,82,159,3
2106,112,82,159,3
2106,1414,82,159,0
2106,551,82,159,3
2106,1212,82,159,0
2106,2057,82,159,0
2106,270,82,159,3
2106,417,82,159,3
2106,1704,82,159,0
2260,172,82,159,3
2260,112,82,159,3
2260,1414,82,159,0
2260,551,82,159,3
2260,1212,82,159,0
2260,2057,82,159,0
2260,270,82,159,3
2260,417,82,159,3
2260,1704,82,159,0
1642,271,106,140,3
1642,190,106,140,3
1642,1585,106,140,0
1642,756,106,140,3
1642,1417,106,140,1
1642,2163,106,140,0
1642,460,106,140,3
1642,672,106,140,3
1642,1865,106,140,0
1696,271,106,140,3
1696,190,106,140,3
1696,1585,106,140,0
1696,756,106,140,3
1696,1417,106,140,1
1696,2163,106,140,0
1696,460,106,140,3
1696,672,106,140,3
1696,1865,106,140,0
1684,271,106,140,3
1684,190,106,140,3
1684,1585,106,140,0
1684,756,106,140,3
1684,1417,106,140,1
1684,2163,106,140,0
1684,460,106,140,3
1684,672,106,140,3
1684,1865,106,140,0
1740,271,106,140,3
1740,190,106,140,3
1740,1585,106,140,0
1740,756,106,140,3
1740,1417,106,140,1
1740,2163,106,140,0
1740,460,106,140,3
1740,672,106,140,3
1740,1865,106,140,0
1669,271,106,140,3
1669,190,106,140,3
1669,1585,106,140,0
1669,756,106,140,3
1669,1417,106,140,1
1669,2163,106,140,0
1669,460,106,140,3
1669,672,106,140,3
1669,1865,106,140,0
1721,271,106,140,3
1721,190,106,140,3
1721,1585,106,140,0
1721,756,106,140,3
1721,1417,106,140,1
1721,2163,106,140,0
1721,460,106,140,3
1721,672,106,140,3
1721,1865,106,140,0
417,271,106,140,3
417,190,106,140,3
417,1585,106,140,1
417,756,106,140,1
417,1417,106,140,1
417,2163,106,140,0
417,460,106,140,3
417,672,106,140,1
417,1865,106,140,1
446,271,106,140,3
446,190,106,140,3
446,1585,106,140,1
446,756,106,140,1
446,1417,106,140,1
446,2163,106,140,0
446,460,106,140,3
446,672,106,140,1
446,1865,106,140,1
81,271,106,140,3
81,190,106,140,3
81,1585,106,140,1
81,756,106,140,1
81,1417,106,140,1
81,2163,106,140,0
81,460,106,140,3
81,672,106,140,1
81,1865,106,140,1
110,271,106,140,3
110,190,106,140,3
110,1585,106,140,1
110,756,106,140,1
110,1417,106,140,1
110,2163,106,140,0
110,460,106,140,3
110,672,106,140,1
110,1865,106,140,1
173,271,106,140,3
173,190,106,140,3
173,1585,106,140,1
173,756,106,140,1
173,1417,106,140,1
173,2163,106,140,0
173,460,106,140,3
173,672,106,140,1
173,1865,106,140,1
204,271,106,140,3
204,190,106,140,3
204,1585,106,140,1
204,756,106,140,1
204,1417,106,140,1
204,2163,106,140,0
204,460,106,140,3
204,672,106,140,1
204,1865,106,140,1
2383,271,106,140,3
2383,190,106,140,3
2383,1585,106,140,0
2383,756,106,140,3
2383,1417,106,140,0
2383,2163,106,140,0
2383,460,106,140,3
2383,672,106,140,3
2383,1865,106,140,0
2551,271,106,140,3
2551,190,106,140,3
2551,1585,106,140,0
2551,756,106,140,3
2551,1417,106,140,0
2551,2163,106,140,0
2551,460,106,140,3
2551,672,106,140,3
2551,1865,106,140,0
2244,271,106,140,3
2244,190,106,140,3
2244,1585,106,140,0
2244,756,106,140,3
2244,1417,106,140,0
2244,2163,106,140,0
2244,460,106,140,3
2244,672,106,140,3
2244,1865,106,140,0
2387,271,106,140,3
2387,190,106,140,3
2387,1585,106,140,0
2387,756,106,140,3
2387,1417,106,140,0
2387,2163,106,140,0
2387,460,106,140,3
2387,672,106,140,3
2387,1865,106,140,0
2299,271,106,140,3
2299,190,106,140,3
2299,1585,106,140,0
2299,756,106,140,3
2299,1417,106,140,0
2299,2163,106,140,0
2299,460,106,140,3
2299,672,106,140,3
2299,1865,106,140,0
2454,271,106,140,3
2454,190,106,140,3
2454,1585,106,140,0
2454,756,106,140,3
2454,1417,106,140,0
2454,2163,106,140,0
2454,460,106,140,3
2454,672,106,140,3
2454,1865,106,140,0
1754,344,134,134,3
1754,274,134,134,3
1754,1669,134,134,1
1754,826,134,134,1
1754,1503,134,134,1
1754,2207,134,134,0
1754,526,134,134,3
1754,806,134,134,1
1754,1929,134,134,0
1843,344,134,134,3
1843,274,134,134,3
1843,1669,134,134,1
1843,826,134,134,1
1843,1503,134,134,1
1843,2207,134,134,0
1843,526,134,134,3
1843,806,134,134,1
1843,1929,134,134,0
1779,344,134,134,3
1779,274,134,134,3
1779,1669,134,134,1
1779,826,134,134,1
1779,1503,134,134,1
1779,2207,134,134,0
1779,526,134,134,3
1779,806,134,134,1
1779,1929,134,134,0
1898,344,134,134,3
1898,274,134,134,3
1898,1669,134,134,1
1898,826,134,134,1
1898,1503,134,134,1
1898,2207,134,134,0
1898,526,134,134,3
1898,806,134,134,1
1898,1929,134,134,0
1765,344,134,134,3
1765,274,134,134,3
1765,1669,134,134,1
1765,826,134,134,1
1765,1503,134,134,1
1765,2207,134,134,0
1765,526,134,134,3
1765,806,134,134,1
1765,1929,134,134,0
1877,344,134,134,3
1877,274,134,134,3
1877,1669,134,134,1
1877,826,134,134,1
1877,1503,134,134,1
1877,2207,134,134,0
1877,526,134,134,3
1877,806,134,134,1
1877,1929,134,134,0
497,344,134,134,3
497,274,134,134,3
497,1669,134,134,1
497,826,134,134,1
497,1503,134,134,1
497,2207,134,134,1
497,526,134,134,1
497,806,134,134,1
497,1929,134,134,1
633,344,134,134,3
633,274,134,134,3
633,1669,134,134,1
633,826,134,134,1
633,1503,134,134,1
633,2207,134,134,1
633,526,134,134,1
633,806,134,134,1
633,1929,134,134,1
136,344,134,134,1
136,274,134,134,3
136,1669,134,134,1
136,826,134,134,1
136,1503,134,134,1
136,2207,134,134,1
136,526,134,134,1
136,806,134,134,1
136,1929,134,134,1
189,344,134,134,1
189,274,134,134,3
189,1669,134,134,1
189,826,134,134,1
189,1503,134,134,1
189,2207,134,134,1
189,526,134,134,1
189,806,134,134,1
189,1929,134,134,1
248,344,134,134,1
248,274,134,134,3
248,1669,134,134,1
248,826,134,134,1
248,1503,134,134,1
248,2207,134,134,1
248,526,134,134,1
248,806,134,134,1
248,1929,134,134,1
336,344,134,134,1
336,274,134,134,3
336,1669,134,134,1
336,826,134,134,1
336,1503,134,134,1
336,2207,134,134,1
336,526,134,134,1
336,806,134,134,1
336,1929,134,134,1
2716,344,134,134,3
2716,274,134,134,3
2716,1669,134,134,2
2716,826,134,134,2
2716,1503,134,134,2
2716,2207,134,134,0
2716,526,134,134,3
2716,806,134,134,2
2716,1929,134,134,0
2964,344,134,134,3
2964,274,134,134,3
2964,1669,134,134,2
2964,826,134,134,2
2964,1503,134,134,2
2964,2207,134,134,0
2964,526,134,134,3
2964,806,134,134,2
2964,1929,134,134,2
2508,344,134,134,3
2508,274,134,134,3
2508,1669,134,134,0
2508,826,134,134,1
2508,1503,134,134,1
2508,2207,134,134,0
2508,526,134,134,3
2508,806,134,134,1
2508,1929,134,134,0
2754,344,134,134,3
2754,274,134,134,3
2754,1669,134,134,2
2754,826,134,134,2
2754,1503,134,134,2
2754,2207,134,134,0
2754,526,134,134,3
2754,806,134,134,2
2754,1929,134,134,0
2592,344,134,134,3
2592,274,134,134,3
2592,1669,134,134,0
2592,826,134,134,1
2592,1503,134,134,2
2592,2207,134,134,0
2592,526,134,134,3
2592,806,134,134,1
2592,1929,134,134,0
2835,344,134,134,3
2835,274,134,134,3
2835,1669,134,134,2
2835,826,134,134,2
2835,1503,134,134,2
2835,2207,134,134,0
2835,526,134,134,3
2835,806,134,134,2
2835,1929,134,134,0
1918,485,172,220,1
1918,218,172,220,1
1918,1715,172,220,1
1918,913,172,220,1
1918,1474,172,220,1
1918,2211,172,220,1
1918,646,172,220,1
1918,742,172,220,1
1918,1951,172,220,1
2009,485,172,220,1
2009,218,172,220,1
2009,1715,172,220,1
2009,913,172,220,1
2009,1474,172,220,1
2009,2211,172,220,1
2009,646,172,220,1
2009,742,172,220,1
2009,1951,172,220,1
1971,485,172,220,1
1971,218,172,220,1
1971,1715,172,220,1
1971,913,172,220,1
1971,1474,172,220,1
1971,2211,172,220,1
1971,646,172,220,1
1971,742,172,220,1
1971,1951,172,220,1
2027,485,172,220,1
2027,218,172,220,1
2027,1715,172,220,1
2027,913,172,220,1
2027,1474,172,220,1
2027,2211,172,220,1
2027,646,172,220,1
2027,742,172,220,1
2027,1951,172,220,1
1950,485,172,220,1
1950,218,172,220,1
1950,1715,172,220,1
1950,913,172,220,1
1950,1474,172,220,1
1950,2211,172,220,1
1950,646,172,220,1
1950,742,172,220,1
1950,1951,172,220,1
2023,485,172,220,1
2023,218,172,220,1
2023,1715,172,220,1
2023,913,172,220,1
2023,1474,172,220,1
2023,2211,172,220,1
2023,646,172,220,1
2023,742,172,220,1
2023,1951,172,220,1
659,485,172,220,1
659,218,172,220,1
659,1715,172,220,1
659,913,172,220,1
659,1474,172,220,1
659,2211,172,220,1
659,646,172,220,1
659,742,172,220,1
659,1951,172,220,1
793,485,172,220,1
793,218,172,220,1
793,1715,172,220,1
793,913,172,220,1
793,1474,172,220,1
793,2211,172,220,1
793,646,172,220,1
793,742,172,220,1
793,1951,172,220,1
201,485,172,220,1
201,218,172,220,1
201,1715,172,220,1
201,913,172,220,1
201,1474,172,220,1
201,2211,172,220,1
201,646,172,220,1
201,742,172,220,1
201,1951,172,220,1
279,485,172,220,1
279,218,172,220,1
279,1715,172,220,1
279,913,172,220,1
279,1474,172,220,1
279,2211,172,220,1
279,646,172,220,1
279,742,172,220,1
279,1951,172,220,1
364,485,172,220,1
364,218,172,220,1
364,1715,172,220,1
364,913,172,220,1
364,1474,172,220,1
364,2211,172,220,1
364,646,172,220,1
364,742,172,220,1
364,1951,172,220,1
463,485,172,220,1
463,218,172,220,1
463,1715,172,220,1
463,913,172,220,1
463,1474,172,220,1
463,2211,172,220,1
463,646,172,220,1
463,742,172,220,1
463,1951,172,220,1
3092,485,172,220,2
3092,218,172,220,2
3092,1715,172,220,2
3092,913,172,220,2
3092,1474,172,220,2
3092,2211,172,220,2
3092,646,172,220,2
3092,742,172,220,2
3092,1951,172,220,2
3306,485,172,220,2
3306,218,172,220,2
3306,1715,172,220,2
3306,913,172,220,2
3306,1474,172,220,2
3306,2211,172,220,2
3306,646,172,220,2
3306,742,172,220,2
3306,1951,172,220,2
2883,485,172,220,2
2883,218,172,220,2
2883,1715,172,220,2
2883,913,172,220,2
2883,1474,172,220,2
2883,2211,172,220,2
2883,646,172,220,2
2883,742,172,220,2
2883,1951,172,220,2
3012,485,172,220,2
3012,218,172,220,2
3012,1715,172,220,2
3012,913,172,220,2
3012,1474,172,220,2
3012,2211,172,220,2
3012,646,172,220,2
3012,742,172,220,2
3012,1951,172,220,2
2970,485,172,220,2
2970,218,172,220,2
2970,1715,172,220,2
2970,913,172,220,2
2970,1474,172,220,2
2970,2211,172,220,2
2970,646,172,220,2
2970,742,172,220,2
2970,1951,172,220,2
3119,485,172,220,2
3119,218,172,220,2
3119,1715,172,220,2
3119,913,172,220,2
3119,1474,172,220,2
3119,2211,172,220,2
3119,646,172,220,2
3119,742,172,220,2
3119,1951,172,220,2
2069,478,171,212,1
2069,368,171,212,1
2069,1766,171,212,1
2069,997,171,212,1
2069,1579,171,212,1
2069,657,171,212,1
2069,869,171,212,1
2069,1990,171,212,1
2179,478,171,212,1
2179,368,171,212,1
2179,1766,171,212,1
2179,997,171,212,1
2179,1579,171,212,1
2179,657,171,212,1
2179,869,171,212,1
2179,1990,171,212,1
2097,478,171,212,1
2097,368,171,212,1
2097,1766,171,212,1
2097,997,171,212,1
2097,1579,171,212,1
2097,657,171,212,1
2097,869,171,212,1
2097,1990,171,212,1
2233,478,171,212,1
2233,368,171,212,1
2233,1766,171,212,1
2233,997,171,212,1
2233,1579,171,212,1
2233,657,171,212,1
2233,869,171,212,1
2233,1990,171,212,1
2085,478,171,212,1
2085,368,171,212,1
2085,1766,171,212,1
2085,997,171,212,1
2085,1579,171,212,1
2085,657,171,212,1
2085,869,171,212,1
2085,1990,171,212,1
2213,478,171,212,1
2213,368,171,212,1
2213,1766,171,212,1
2213,997,171,212,1
2213,1579,171,212,1
2213,657,171,212,1
2213,869,171,212,1
2213,1990,171,212,1
868,478,171,212,1
868,368,171,212,1
868,1766,171,212,1
868,997,171,212,1
868,1579,171,212,1
868,657,171,212,1
868,869,171,212,1
868,1990,171,212,1
929,478,171,212,1
929,368,171,212,1
929,1766,171,212,1
929,997,171,212,1
929,1579,171,212,1
929,657,171,212,1
929,869,171,212,1
929,1990,171,212,1
315,478,171,212,1
315,368,171,212,1
315,1766,171,212,1
315,997,171,212,1
315,1579,171,212,1
315,657,171,212,1
315,869,171,212,1
315,1990,171,212,1
367,478,171,212,1
367,368,171,212,1
367,1766,171,212,1
367,997,171,212,1
367,1579,171,212,1
367,657,171,212,1
367,869,171,212,1
367,1990,171,212,1
518,478,171,212,1
518,368,171,212,1
518,1766,171,212,1
518,997,171,212,1
518,1579,171,212,1
518,657,171,212,1
518,869,171,212,1
518,1990,171,212,1
588,478,171,212,1
588,368,171,212,1
588,1766,171,212,1
588,997,171,212,1
588,1579,171,212,1
588,657,171,212,1
588,869,171,212,1
588,1990,171,212,1
3422,478,171,212,2
3422,368,171,212,2
3422,1766,171,212,2
3422,997,171,212,2
3422,1579,171,212,2
3422,657,171,212,2
3422,869,171,212,2
3422,1990,171,212,2
3607,478,171,212,2
3607,368,171,212,2
3607,1766,171,212,2
3607,997,171,212,2
3607,1579,171,212,2
3607,657,171,212,2
3607,869,171,212,2
3607,1990,171,212,2
3136,478,171,212,2
3136,368,171,212,2
3136,1766,171,212,2
3136,997,171,212,2
3136,1579,171,212,2
3136,657,171,212,2
3136,869,171,212,2
3136,1990,171,212,2
3328,478,171,212,2
3328,368,171,212,2
3328,1766,171,212,2
3328,997,171,212,2
3328,1579,171,212,2
3328,657,171,212,2
3328,869,171,212,2
3328,1990,171,212,2
3251,478,171,212,2
3251,368,171,212,2
3251,1766,171,212,2
3251,997,171,212,2
3251,1579,171,212,2
3251,657,171,212,2
3251,869,171,212,2
3251,1990,171,212,2
3428,478,171,212,2
3428,368,171,212,2
3428,1766,171,212,2
3428,997,171,212,2
3428,1579,171,212,2
3428,657,171,212,2
3428,869,171,212,2
3428,1990,171,212,2
2275,598,191,180,1
2275,440,191,180,1
2275,1831,191,180,1
2275,1042,191,180,1
2275,1599,191,180,1
2275,762,191,180,1
2275,933,191,180,1
2275,2031,191,180,1
2556,598,191,180,1
2556,440,191,180,1
2556,1831,191,180,2
2556,1042,191,180,1
2556,1599,191,180,2
2556,762,191,180,1
2556,933,191,180,1
2556,2031,191,180,2
2319,598,191,180,1
2319,440,191,180,1
2319,1831,191,180,1
2319,1042,191,180,1
2319,1599,191,180,1
2319,762,191,180,1
2319,933,191,180,1
2319,2031,191,180,1
2588,598,191,180,1
2588,440,191,180,1
2588,1831,191,180,2
2588,1042,191,180,2
2588,1599,191,180,2
2588,762,191,180,1
2588,933,191,180,2
2588,2031,191,180,2
2305,598,191,180,1
2305,440,191,180,1
2305,1831,191,180,1
2305,1042,191,180,1
2305,1599,191,180,1
2305,762,191,180,1
2305,933,191,180,1
2305,2031,191,180,1
2573,598,191,180,1
2573,440,191,180,1
2573,1831,191,180,2
2573,1042,191,180,1
2573,1599,191,180,2
2573,762,191,180,1
2573,933,191,180,1
2573,2031,191,180,2
964,598,191,180,1
964,440,191,180,1
964,1831,191,180,1
964,1042,191,180,1
964,1599,191,180,1
964,762,191,180,1
964,933,191,180,1
964,2031,191,180,1
1080,598,191,180,1
1080,440,191,180,1
1080,1831,191,180,1
1080,1042,191,180,1
1080,1599,191,180,1
1080,762,191,180,1
1080,933,191,180,1
1080,2031,191,180,1
393,598,191,180,1
393,440,191,180,1
393,1831,191,180,1
393,1042,191,180,1
393,1599,191,180,1
393,762,191,180,1
393,933,191,180,1
393,2031,191,180,1
503,598,191,180,1
503,440,191,180,1
503,1831,191,180,1
503,1042,191,180,1
503,1599,191,180,1
503,762,191,180,1
503,933,191,180,1
503,2031,191,180,1
614,598,191,180,1
614,440,191,180,1
614,1831,191,180,1
614,1042,191,180,1
614,1599,191,180,1
614,762,191,180,1
614,933,191,180,1
614,2031,191,180,1
736,598,191,180,1
736,440,191,180,1
736,1831,191,180,1
736,1042,191,180,1
736,1599,191,180,1
736,762,191,180,1
736,933,191,180,1
736,2031,191,180,1
3717,598,191,180,2
3717,440,191,180,2
3717,1831,191,180,2
3717,1042,191,180,2
3717,1599,191,180,2
3717,762,191,180,2
3717,933,191,180,2
3717,2031,191,180,2
3976,598,191,180,2
3976,440,191,180,2
3976,1831,191,180,2
3976,1042,191,180,2
3976,1599,191,180,2
3976,762,191,180,2
3976,933,191,180,2
3976,2031,191,180,2
3427,598,191,180,2
3427,440,191,180,2
3427,1831,191,180,2
3427,1042,191,180,2
3427,1599,191,180,2
3427,762,191,180,2
3427,933,191,180,2
3427,2031,191,180,2
3726,598,191,180,2
3726,440,191,180,2
3726,1831,191,180,2
3726,1042,191,180,2
3726,1599,191,180,2
3726,762,191,180,2
3726,933,191,180,2
3726,2031,191,180,2
3536,598,191,180,2
3536,440,191,180,2
3536,1831,191,180,2
3536,1042,191,180,2
3536,1599,191,180,2
3536,762,191,180,2
3536,933,191,180,2
3536,2031,191,180,2
3831,598,191,180,2
3831,440,191,180,2
3831,1831,191,180,2
3831,1042,191,180,2
3831,1599,191,180,2
3831,762,191,180,2
3831,933,191,180,2
3831,2031,191,180,2
1536,32,21,5,3
1536,6,21,5,3
1536,707,21,5,3
1536,243,21,5,3
1536,791,21,5,3
1536,1829,21,5,0
1536,80,21,5,3
1536,105,21,5,3
1536,1261,21,5,0
1560,32,21,5,3
1560,6,21,5,3
1560,707,21,5,3
1560,243,21,5,3
1560,791,21,5,3
1560,1829,21,5,0
1560,80,21,5,3
1560,105,21,5,3
1560,1261,21,5,0
1586,32,21,5,3
1586,6,21,5,3
1586,707,21,5,3
1586,243,21,5,3
1586,791,21,5,3
1586,1829,21,5,0
1586,80,21,5,3
1586,105,21,5,3
1586,1261,21,5,0
1626,32,21,5,3
1626,6,21,5,3
1626,707,21,5,3
1626,243,21,5,3
1626,791,21,5,3
1626,1829,21,5,0
1626,80,21,5,3
1626,105,21,5,3
1626,1261,21,5,0
1566,32,21,5,3
1566,6,21,5,3
1566,707,21,5,3
1566,243,21,5,3
1566,791,21,5,3
1566,1829,21,5,0
1566,80,21,5,3
1566,105,21,5,3
1566,1261,21,5,0
1600,32,21,5,3
1600,6,21,5,3
1600,707,21,5,3
1600,243,21,5,3
1600,791,21,5,3
1600,1829,21,5,0
1600,80,21,5,3
1600,105,21,5,3
1600,1261,21,5,0
112,32,21,5,3
112,6,21,5,3
112,707,21,5,3
112,243,21,5,3
112,791,21,5,3
112,1829,21,5,0
112,80,21,5,3
112,105,21,5,3
112,1261,21,5,0
133,32,21,5,3
133,6,21,5,3
133,707,21,5,3
133,243,21,5,3
133,791,21,5,3
133,1829,21,5,0
133,80,21,5,3
133,105,21,5,3
133,1261,21,5,0
9,32,21,5,3
9,6,21,5,3
9,707,21,5,3
9,243,21,5,3
9,791,21,5,3
9,1829,21,5,0
9,80,21,5,3
9,105,21,5,3
9,1261,21,5,0
19,32,21,5,3
19,6,21,5,3
19,707,21,5,3
19,243,21,5,3
19,791,21,5,3
19,1829,21,5,0
19,80,21,5,3
19,105,21,5,3
19,1261,21,5,0
32,32,21,5,3
32,6,21,5,3
32,707,21,5,3
32,243,21,5,3
32,791,21,5,3
32,1829,21,5,0
32,80,21,5,3
32,105,21,5,3
32,1261,21,5,0
48,32,21,5,3
48,6,21,5,3
48,707,21,5,3
48,243,21,5,3
48,791,21,5,3
48,1829,21,5,0
48,80,21,5,3
48,105,21,5,3
48,1261,21,5,0
1905,32,21,5,3
1905,6,21,5,3
1905,707,21,5,3
1905,243,21,5,3
1905,791,21,5,3
1905,1829,21,5,0
1905,80,21,5,3
1905,105,21,5,3
1905,1261,21,5,0
2008,32,21,5,3
2008,6,21,5,3
2008,707,21,5,3
2008,243,21,5,3
2008,791,21,5,3
2008,1829,21,5,0
2008,80,21,5,3
2008,105,21,5,3
2008,1261,21,5,0
1913,32,21,5,3
1913,6,21,5,3
1913,707,21,5,3
1913,243,21,5,3
1913,791,21,5,3
1913,1829,21,5,0
1913,80,21,5,3
1913,105,21,5,3
1913,1261,21,5,0
2015,32,21,5,3
2015,6,21,5,3
2015,707,21,5,3
2015,243,21,5,3
2015,791,21,5,3
2015,1829,21,5,0
2015,80,21,5,3
2015,105,21,5,3
2015,1261,21,5,0
1909,32,21,5,3
1909,6,21,5,3
1909,707,21,5,3
1909,243,21,5,3
1909,791,21,5,3
1909,1829,21,5,0
1909,80,21,5,3
1909,105,21,5,3
1909,1261,21,5,0
2010,32,21,5,3
2010,6,21,5,3
2010,707,21,5,3
2010,243,21,5,3
2010,791,21,5,3
2010,1829,21,5,0
2010,80,21,5,3
2010,105,21,5,3
2010,1261,21,5,0
1591,98,61,55,3
1591,41,61,55,3
1591,1150,61,55,0
1591,465,61,55,3
1591,894,61,55,3
1591,1934,61,55,0
1591,183,61,55,3
1591,221,61,55,3
1591,1545,61,55,0
1604,98,61,55,3
1604,41,61,55,3
1604,1150,61,55,0
1604,465,61,55,3
1604,894,61,55,3
1604,1934,61,55,0
1604,183,61,55,3
1604,221,61,55,3
1604,1545,61,55,0
1660,98,61,55,3
1660,41,61,55,3
1660,1150,61,55,0
1660,465,61,55,3
1660,894,61,55,3
1660,1934,61,55,0
1660,183,61,55,3
1660,221,61,55,3
1660,1545,61,55,0
1667,98,61,55,3
1667,41,61,55,3
1667,1150,61,55,0
1667,465,61,55,3
1667,894,61,55,3
1667,1934,61,55,0
1667,183,61,55,3
1667,221,61,55,3
1667,1545,61,55,0
1637,98,61,55,3
1637,41,61,55,3
1637,1150,61,55,0
1637,465,61,55,3
1637,894,61,55,3
1637,1934,61,55,0
1637,183,61,55,3
1637,221,61,55,3
1637,1545,61,55,0
1648,98,61,55,3
1648,41,61,55,3
1648,1150,61,55,0
1648,465,61,55,3
1648,894,61,55,3
1648,1934,61,55,0
1648,183,61,55,3
1648,221,61,55,3
1648,1545,61,55,0
155,98,61,55,3
155,41,61,55,3
155,1150,61,55,0
155,465,61,55,3
155,894,61,55,3
155,1934,61,55,0
155,183,61,55,3
155,221,61,55,3
155,1545,61,55,0
158,98,61,55,3
158,41,61,55,3
158,1150,61,55,0
158,465,61,55,3
158,894,61,55,3
158,1934,61,55,0
158,183,61,55,3
158,221,61,55,3
158,1545,61,55,0
21,98,61,55,3
21,41,61,55,3
21,1150,61,55,0
21,465,61,55,3
21,894,61,55,3
21,1934,61,55,0
21,183,61,55,3
21,221,61,55,3
21,1545,61,55,0
22,98,61,55,3
22,41,61,55,3
22,1150,61,55,0
22,465,61,55,3
22,894,61,55,3
22,1934,61,55,0
22,183,61,55,3
22,221,61,55,3
22,1545,61,55,0
53,98,61,55,3
53,41,61,55,3
53,1150,61,55,0
53,465,61,55,3
53,894,61,55,3
53,1934,61,55,0
53,183,61,55,3
53,221,61,55,3
53,1545,61,55,0
56,98,61,55,3
56,41,61,55,3
56,1150,61,55,0
56,465,61,55,3
56,894,61,55,3
56,1934,61,55,0
56,183,61,55,3
56,221,61,55,3
56,1545,61,55,0
2094,98,61,55,3
2094,41,61,55,3
2094,1150,61,55,0
2094,465,61,55,3
2094,894,61,55,3
2094,1934,61,55,0
2094,183,61,55,3
2094,221,61,55,3
2094,1545,61,55,0
2122,98,61,55,3
2122,41,61,55,3
2122,1150,61,55,0
2122,465,61,55,3
2122,894,61,55,3
2122,1934,61,55,0
2122,183,61,55,3
2122,221,61,55,3
2122,1545,61,55,0
2091,98,61,55,3
2091,41,61,55,3
2091,1150,61,55,0
2091,465,61,55,3
2091,894,61,55,3
2091,1934,61,55,0
2091,183,61,55,3
2091,221,61,55,3
2091,1545,61,55,0
2108,98,61,55,3
2108,41,61,55,3
2108,1150,61,55,0
2108,465,61,55,3
2108,894,61,55,3
2108,1934,61,55,0
2108,183,61,55,3
2108,221,61,55,3
2108,1545,61,55,0
2093,98,61,55,3
2093,41,61,55,3
2093,1150,61,55,0
2093,465,61,55,3
2093,894,61,55,3
2093,1934,61,55,0
2093,183,61,55,3
2093,221,61,55,3
2093,1545,61,55,0
2119,98,61,55,3
2119,41,61,55,3
2119,1150,61,55,0
2119,465,61,55,3
2119,894,61,55,3
2119,1934,61,55,0
2119,183,61,55,3
2119,221,61,55,3
2119,1545,61,55,0
1645,224,87,49,3
1645,83,87,49,3
1645,1418,87,49,0
1645,722,87,49,3
1645,1308,87,49,0
1645,2125,87,49,0
1645,408,87,49,3
1645,456,87,49,3
1645,1772,87,49,0
1707,224,87,49,3
1707,83,87,49,3
1707,1418,87,49,0
1707,722,87,49,3
1707,1308,87,49,0
1707,2125,87,49,0
1707,408,87,49,3
1707,456,87,49,3
1707,1772,87,49,0
1703,224,87,49,3
1703,83,87,49,3
1703,1418,87,49,0
1703,722,87,49,3
1703,1308,87,49,0
1703,2125,87,49,0
1703,408,87,49,3
1703,456,87,49,3
1703,1772,87,49,0
1751,224,87,49,3
1751,83,87,49,3
1751,1418,87,49,0
1751,722,87,49,3
1751,1308,87,49,0
1751,2125,87,49,0
1751,408,87,49,3
1751,456,87,49,3
1751,1772,87,49,0
1675,224,87,49,3
1675,83,87,49,3
1675,1418,87,49,0
1675,722,87,49,3
1675,1308,87,49,0
1675,2125,87,49,0
1675,408,87,49,3
1675,456,87,49,3
1675,1772,87,49,0
1735,224,87,49,3
1735,83,87,49,3
1735,1418,87,49,0
1735,722,87,49,3
1735,1308,87,49,0
1735,2125,87,49,0
1735,408,87,49,3
1735,456,87,49,3
1735,1772,87,49,0
185,224,87,49,3
185,83,87,49,3
185,1418,87,49,0
185,722,87,49,3
185,1308,87,49,0
185,2125,87,49,0
185,408,87,49,3
185,456,87,49,3
185,1772,87,49,0
202,224,87,49,3
202,83,87,49,3
202,1418,87,49,0
202,722,87,49,3
202,1308,87,49,0
202,2125,87,49,0
202,408,87,49,3
202,456,87,49,3
202,1772,87,49,0
35,224,87,49,3
35,83,87,49,3
35,1418,87,49,0
35,722,87,49,3
35,1308,87,49,0
35,2125,87,49,0
35,408,87,49,3
35,456,87,49,3
35,1772,87,49,0
42,224,87,49,3
42,83,87,49,3
42,1418,87,49,0
42,722,87,49,3
42,1308,87,49,0
42,2125,87,49,0
42,408,87,49,3
42,456,87,49,3
42,1772,87,49,0
74,224,87,49,3
74,83,87,49,3
74,1418,87,49,0
74,722,87,49,3
74,1308,87,49,0
74,2125,87,49,0
74,408,87,49,3
74,456,87,49,3
74,1772,87,49,0
87,224,87,49,3
87,83,87,49,3
87,1418,87,49,0
87,722,87,49,3
87,1308,87,49,0
87,2125,87,49,0
87,408,87,49,3
87,456,87,49,3
87,1772,87,49,0
2242,224,87,49,3
2242,83,87,49,3
2242,1418,87,49,0
2242,722,87,49,3
2242,1308,87,49,0
2242,2125,87,49,0
2242,408,87,49,3
2242,456,87,49,3
2242,1772,87,49,0
2403,224,87,49,3
2403,83,87,49,3
2403,1418,87,49,0
2403,722,87,49,3
2403,1308,87,49,0
2403,2125,87,49,0
2403,408,87,49,3
2403,456,87,49,3
2403,1772,87,49,0
2198,224,87,49,3
2198,83,87,49,3
2198,1418,87,49,0
2198,722,87,49,3
2198,1308,87,49,0
2198,2125,87,49,0
2198,408,87,49,3
2198,456,87,49,3
2198,1772,87,49,0
2306,224,87,49,3
2306,83,87,49,3
2306,1418,87,49,0
2306,722,87,49,3
2306,1308,87,49,0
2306,2125,87,49,0
2306,408,87,49,3
2306,456,87,49,3
2306,1772,87,49,0
2218,224,87,49,3
