gk,peng,ump,upah,cluster
2180,228,67,13,3
2180,9,67,13,3
2180,1222,67,13,0
2180,493,67,13,3
2180,740,67,13,3
2180,1901,67,13,0
2180,295,67,13,3
2180,97,67,13,3
2180,1492,67,13,0
2283,228,67,13,3
2283,9,67,13,3
2283,1222,67,13,0
2283,493,67,13,3
2283,740,67,13,3
2283,1901,67,13,0
2283,295,67,13,3
2283,97,67,13,3
2283,1492,67,13,0
2226,228,67,13,3
2226,9,67,13,3
2226,1222,67,13,0
2226,493,67,13,3
2226,740,67,13,3
2226,1901,67,13,0
2226,295,67,13,3
2226,97,67,13,3
2226,1492,67,13,0
2342,228,67,13,3
2342,9,67,13,3
2342,1222,67,13,0
2342,493,67,13,3
2342,740,67,13,3
2342,1901,67,13,0
2342,295,67,13,3
2342,97,67,13,3
2342,1492,67,13,0
2214,228,67,13,3
2214,9,67,13,3
2214,1222,67,13,0
2214,493,67,13,3
2214,740,67,13,3
2214,1901,67,13,0
2214,295,67,13,3
2214,97,67,13,3
2214,1492,67,13,0
2322,228,67,13,3
2322,9,67,13,3
2322,1222,67,13,0
2322,493,67,13,3
2322,740,67,13,3
2322,1901,67,13,0
2322,295,67,13,3
2322,97,67,13,3
2322,1492,67,13,0
928,228,67,13,3
928,9,67,13,3
928,1222,67,13,0
928,493,67,13,3
928,740,67,13,3
928,1901,67,13,0
928,295,67,13,3
928,97,67,13,3
928,1492,67,13,0
955,228,67,13,3
955,9,67,13,3
955,1222,67,13,0
955,493,67,13,3
955,740,67,13,3
955,1901,67,13,0
955,295,67,13,3
955,97,67,13,3
955,1492,67,13,0
299,228,67,13,3
299,9,67,13,3
299,1222,67,13,0
299,493,67,13,3
299,740,67,13,3
299,1901,67,13,0
299,295,67,13,3
299,97,67,13,3
299,1492,67,13,0
358,228,67,13,3
358,9,67,13,3
358,1222,67,13,0
358,493,67,13,3
358,740,67,13,3
358,1901,67,13,0
358,295,67,13,3
358,97,67,13,3
358,1492,67,13,0
481,228,67,13,3
481,9,67,13,3
481,1222,67,13,0
481,493,67,13,3
481,740,67,13,3
481,1901,67,13,0
481,295,67,13,3
481,97,67,13,3
481,1492,67,13,0
541,228,67,13,3
541,9,67,13,3
541,1222,67,13,0
541,493,67,13,3
541,740,67,13,3
541,1901,67,13,0
541,295,67,13,3
541,97,67,13,3
541,1492,67,13,0
3609,228,67,13,3
3609,9,67,13,3
3609,1222,67,13,0
3609,493,67,13,3
3609,740,67,13,3
3609,1901,67,13,0
3609,295,67,13,3
3609,97,67,13,3
3609,1492,67,13,0
3715,228,67,13,3
3715,9,67,13,3
3715,1222,67,13,0
3715,493,67,13,3
3715,740,67,13,3
3715,1901,67,13,0
3715,295,67,13,3
3715,97,67,13,3
3715,1492,67,13,0
3283,228,67,13,3
3283,9,67,13,3
3283,1222,67,13,0
3283,493,67,13,3
3283,740,67,13,3
3283,1901,67,13,0
3283,295,67,13,3
3283,97,67,13,3
3283,1492,67,13,0
3424,228,67,13,3
3424,9,67,13,3
3424,1222,67,13,0
3424,493,67,13,3
3424,740,67,13,3
3424,1901,67,13,0
3424,295,67,13,3
3424,97,67,13,3
3424,1492,67,13,0
3380,228,67,13,3
3380,9,67,13,3
3380,1222,67,13,0
3380,493,67,13,3
3380,740,67,13,3
3380,1901,67,13,0
3380,295,67,13,3
3380,97,67,13,3
3380,1492,67,13,0
3510,228,67,13,3
3510,9,67,13,3
3510,1222,67,13,0
3510,493,67,13,3
3510,740,67,13,3
3510,1901,67,13,0
3510,295,67,13,3
3510,97,67,13,3
3510,1492,67,13,0
2333,280,98,73,3
2333,17,98,73,3
2333,1327,98,73,0
2333,815,98,73,3
2333,862,98,73,3
2333,2029,98,73,0
2333,446,98,73,3
2333,124,98,73,3
2333,1613,98,73,0
2496,280,98,73,3
2496,17,98,73,3
2496,1327,98,73,0
2496,815,98,73,3
2496,862,98,73,3
2496,2029,98,73,0
2496,446,98,73,3
2496,124,98,73,3
2496,1613,98,73,0
2436,280,98,73,3
2436,17,98,73,3
2436,1327,98,73,0
2436,815,98,73,3
2436,862,98,73,3
2436,2029,98,73,0
2436,446,98,73,3
2436,124,98,73,3
2436,1613,98,73,0
2559,280,98,73,3
2559,17,98,73,3
2559,1327,98,73,0
2559,815,98,73,3
2559,862,98,73,3
2559,2029,98,73,0
2559,446,98,73,3
2559,124,98,73,3
2559,1613,98,73,0
2402,280,98,73,3
2402,17,98,73,3
2402,1327,98,73,0
2402,815,98,73,3
2402,862,98,73,3
2402,2029,98,73,0
2402,446,98,73,3
2402,124,98,73,3
2402,1613,98,73,0
2542,280,98,73,3
2542,17,98,73,3
2542,1327,98,73,0
2542,815,98,73,3
2542,862,98,73,3
2542,2029,98,73,0
2542,446,98,73,3
2542,124,98,73,3
2542,1613,98,73,0
1012,280,98,73,3
1012,17,98,73,3
1012,1327,98,73,0
1012,815,98,73,3
1012,862,98,73,3
1012,2029,98,73,0
1012,446,98,73,3
1012,124,98,73,3
1012,1613,98,73,0
1068,280,98,73,3
1068,17,98,73,3
1068,1327,98,73,0
1068,815,98,73,3
1068,862,98,73,3
1068,2029,98,73,0
1068,446,98,73,3
1068,124,98,73,3
1068,1613,98,73,0
370,280,98,73,3
370,17,98,73,3
370,1327,98,73,0
370,815,98,73,3
370,862,98,73,3
370,2029,98,73,0
370,446,98,73,3
370,124,98,73,3
370,1613,98,73,0
424,280,98,73,3
424,17,98,73,3
424,1327,98,73,0
424,815,98,73,3
424,862,98,73,3
424,2029,98,73,0
424,446,98,73,3
424,124,98,73,3
424,1613,98,73,0
577,280,98,73,3
577,17,98,73,3
577,1327,98,73,0
577,815,98,73,3
577,862,98,73,3
577,2029,98,73,0
577,446,98,73,3
577,124,98,73,3
577,1613,98,73,0
641,280,98,73,3
641,17,98,73,3
641,1327,98,73,0
641,815,98,73,3
641,862,98,73,3
641,2029,98,73,0
641,446,98,73,3
641,124,98,73,3
641,1613,98,73,0
3795,280,98,73,3
3795,17,98,73,3
3795,1327,98,73,0
3795,815,98,73,3
3795,862,98,73,3
3795,2029,98,73,0
3795,446,98,73,3
3795,124,98,73,3
3795,1613,98,73,0
3939,280,98,73,3
3939,17,98,73,3
3939,1327,98,73,0
3939,815,98,73,3
3939,862,98,73,3
3939,2029,98,73,0
3939,446,98,73,3
3939,124,98,73,3
3939,1613,98,73,0
3532,280,98,73,3
3532,17,98,73,3
3532,1327,98,73,0
3532,815,98,73,3
3532,862,98,73,3
3532,2029,98,73,0
3532,446,98,73,3
3532,124,98,73,3
3532,1613,98,73,0
3673,280,98,73,3
3673,17,98,73,3
3673,1327,98,73,0
3673,815,98,73,3
3673,862,98,73,3
3673,2029,98,73,0
3673,446,98,73,3
3673,124,98,73,3
3673,1613,98,73,0
3619,280,98,73,3
3619,17,98,73,3
3619,1327,98,73,0
3619,815,98,73,3
3619,862,98,73,3
3619,2029,98,73,0
3619,446,98,73,3
3619,124,98,73,3
3619,1613,98,73,0
3759,280,98,73,3
3759,17,98,73,3
3759,1327,98,73,0
3759,815,98,73,3
3759,862,98,73,3
3759,2029,98,73,0
3759,446,98,73,3
3759,124,98,73,3
3759,1613,98,73,0
2633,596,163,101,3
2633,31,163,101,3
2633,1559,163,101,2
2633,1063,163,101,2
2633,928,163,101,2
2633,2107,163,101,0
2633,735,163,101,2
2633,170,163,101,3
2633,1781,163,101,0
2851,596,163,101,3
2851,31,163,101,3
2851,1559,163,101,2
2851,1063,163,101,2
2851,928,163,101,2
2851,2107,163,101,0
2851,735,163,101,2
2851,170,163,101,3
2851,1781,163,101,2
2647,596,163,101,3
2647,31,163,101,3
2647,1559,163,101,2
2647,1063,163,101,2
2647,928,163,101,2
2647,2107,163,101,0
2647,735,163,101,2
2647,170,163,101,3
2647,1781,163,101,0
2827,596,163,101,3
2827,31,163,101,3
2827,1559,163,101,2
2827,1063,163,101,2
2827,928,163,101,2
2827,2107,163,101,0
2827,735,163,101,2
2827,170,163,101,3
2827,1781,163,101,2
2639,596,163,101,3
2639,31,163,101,3
2639,1559,163,101,2
2639,1063,163,101,2
2639,928,163,101,2
2639,2107,163,101,0
2639,735,163,101,2
2639,170,163,101,3
2639,1781,163,101,0
2836,596,163,101,3
2836,31,163,101,3
2836,1559,163,101,2
2836,1063,163,101,2
2836,928,163,101,2
2836,2107,163,101,0
2836,735,163,101,2
2836,170,163,101,3
2836,1781,163,101,2
1098,596,163,101,1
1098,31,163,101,3
1098,1559,163,101,1
1098,1063,163,101,1
1098,928,163,101,1
1098,2107,163,101,1
1098,735,163,101,1
1098,170,163,101,3
1098,1781,163,101,1
1155,596,163,101,1
1155,31,163,101,3
1155,1559,163,101,1
1155,1063,163,101,1
1155,928,163,101,1
1155,2107,163,101,0
1155,735,163,101,1
1155,170,163,101,3
1155,1781,163,101,1
502,596,163,101,1
502,31,163,101,3
502,1559,163,101,1
502,1063,163,101,1
502,928,163,101,1
502,2107,163,101,1
502,735,163,101,1
502,170,163,101,3
502,1781,163,101,1
551,596,163,101,1
551,31,163,101,3
551,1559,163,101,1
551,1063,163,101,1
551,928,163,101,1
551,2107,163,101,1
551,735,163,101,1
551,170,163,101,3
551,1781,163,101,1
703,596,163,101,1
703,31,163,101,3
703,1559,163,101,1
703,1063,163,101,1
703,928,163,101,1
703,2107,163,101,1
703,735,163,101,1
703,170,163,101,3
703,1781,163,101,1
761,596,163,101,1
761,31,163,101,3
761,1559,163,101,1
761,1063,163,101,1
761,928,163,101,1
761,2107,163,101,1
761,735,163,101,1
761,170,163,101,3
761,1781,163,101,1
4033,596,163,101,2
4033,31,163,101,2
4033,1559,163,101,2
4033,1063,163,101,2
4033,928,163,101,2
4033,2107,163,101,2
4033,735,163,101,2
4033,170,163,101,2
4033,1781,163,101,2
4168,596,163,101,2
4168,31,163,101,2
4168,1559,163,101,2
4168,1063,163,101,2
4168,928,163,101,2
4168,2107,163,101,2
4168,735,163,101,2
4168,170,163,101,2
4168,1781,163,101,2
3769,596,163,101,2
3769,31,163,101,3
3769,1559,163,101,2
3769,1063,163,101,2
3769,928,163,101,2
3769,2107,163,101,2
3769,735,163,101,2
3769,170,163,101,2
3769,1781,163,101,2
3925,596,163,101,2
3925,31,163,101,3
3925,1559,163,101,2
3925,1063,163,101,2
3925,928,163,101,2
3925,2107,163,101,2
3925,735,163,101,2
3925,170,163,101,2
3925,1781,163,101,2
3857,596,163,101,2
3857,31,163,101,3
3857,1559,163,101,2
3857,1063,163,101,2
3857,928,163,101,2
3857,2107,163,101,2
3857,735,163,101,2
3857,170,163,101,2
3857,1781,163,101,2
4003,596,163,101,2
4003,31,163,101,2
4003,1559,163,101,2
4003,1063,163,101,2
4003,928,163,101,2
4003,2107,163,101,2
4003,735,163,101,2
4003,170,163,101,2
4003,1781,163,101,2
2904,645,190,76,2
2904,90,190,76,3
2904,1668,190,76,2
2904,1165,190,76,2
2904,1156,190,76,2
2904,2176,190,76,0
2904,812,190,76,2
2904,342,190,76,3
2904,1870,190,76,2
3015,645,190,76,2
3015,90,190,76,3
3015,1668,190,76,2
3015,1165,190,76,2
3015,1156,190,76,2
3015,2176,190,76,0
3015,812,190,76,2
3015,342,190,76,3
3015,1870,190,76,2
2936,645,190,76,2
2936,90,190,76,3
2936,1668,190,76,2
2936,1165,190,76,2
2936,1156,190,76,2
2936,2176,190,76,0
2936,812,190,76,2
2936,342,190,76,3
2936,1870,190,76,2
3050,645,190,76,2
3050,90,190,76,3
3050,1668,190,76,2
3050,1165,190,76,2
3050,1156,190,76,2
3050,2176,190,76,0
3050,812,190,76,2
3050,342,190,76,3
3050,1870,190,76,2
2931,645,190,76,2
2931,90,190,76,3
2931,1668,190,76,2
2931,1165,190,76,2
2931,1156,190,76,2
2931,2176,190,76,0
2931,812,190,76,2
2931,342,190,76,3
2931,1870,190,76,2
3040,645,190,76,2
3040,90,190,76,3
3040,1668,190,76,2
3040,1165,190,76,2
3040,1156,190,76,2
3040,2176,190,76,0
3040,812,190,76,2
3040,342,190,76,3
3040,1870,190,76,2
1180,645,190,76,1
1180,90,190,76,3
1180,1668,190,76,1
1180,1165,190,76,1
1180,1156,190,76,1
1180,2176,190,76,1
1180,812,190,76,1
1180,342,190,76,3
1180,1870,190,76,1
1201,645,190,76,1
1201,90,190,76,3
1201,1668,190,76,1
1201,1165,190,76,1
1201,1156,190,76,1
1201,2176,190,76,0
1201,812,190,76,1
1201,342,190,76,3
1201,1870,190,76,1
631,645,190,76,1
631,90,190,76,3
631,1668,190,76,1
631,1165,190,76,1
631,1156,190,76,1
631,2176,190,76,1
631,812,190,76,1
631,342,190,76,3
631,1870,190,76,1
713,645,190,76,1
713,90,190,76,3
713,1668,190,76,1
713,1165,190,76,1
713,1156,190,76,1
713,2176,190,76,1
713,812,190,76,1
713,342,190,76,3
713,1870,190,76,1
834,645,190,76,1
834,90,190,76,3
834,1668,190,76,1
834,1165,190,76,1
834,1156,190,76,1
834,2176,190,76,1
834,812,190,76,1
834,342,190,76,3
834,1870,190,76,1
897,645,190,76,1
897,90,190,76,3
897,1668,190,76,1
897,1165,190,76,1
897,1156,190,76,1
897,2176,190,76,1
897,812,190,76,1
897,342,190,76,3
897,1870,190,76,1
4212,645,190,76,2
4212,90,190,76,2
4212,1668,190,76,2
4212,1165,190,76,2
4212,1156,190,76,2
4212,2176,190,76,2
4212,812,190,76,2
4212,342,190,76,2
4212,1870,190,76,2
4276,645,190,76,2
4276,90,190,76,2
4276,1668,190,76,2
4276,1165,190,76,2
4276,1156,190,76,2
4276,2176,190,76,2
4276,812,190,76,2
4276,342,190,76,2
4276,1870,190,76,2
4009,645,190,76,2
4009,90,190,76,2
4009,1668,190,76,2
4009,1165,190,76,2
4009,1156,190,76,2
4009,2176,190,76,2
4009,812,190,76,2
4009,342,190,76,2
4009,1870,190,76,2
4091,645,190,76,2
4091,90,190,76,2
4091,1668,190,76,2
4091,1165,190,76,2
4091,1156,190,76,2
4091,2176,190,76,2
4091,812,190,76,2
4091,342,190,76,2
4091,1870,190,76,2
4072,645,190,76,2
4072,90,190,76,2
4072,1668,190,76,2
4072,1165,190,76,2
4072,1156,190,76,2
4072,2176,190,76,2
4072,812,190,76,2
4072,342,190,76,2
4072,1870,190,76,2
4147,645,190,76,2
4147,90,190,76,2
4147,1668,190,76,2
4147,1165,190,76,2
4147,1156,190,76,2
4147,2176,190,76,2
4147,812,190,76,2
4147,342,190,76,2
4147,1870,190,76,2
3066,705,210,108,2
3066,95,210,108,2
3066,1709,210,108,2
3066,1175,210,108,2
3066,1180,210,108,2
3066,2182,210,108,2
3066,860,210,108,2
3066,374,210,108,2
3066,1899,210,108,2
3241,705,210,108,2
3241,95,210,108,2
3241,1709,210,108,2
3241,1175,210,108,2
3241,1180,210,108,2
3241,2182,210,108,2
3241,860,210,108,2
3241,374,210,108,2
3241,1899,210,108,2
3175,705,210,108,2
3175,95,210,108,2
3175,1709,210,108,2
3175,1175,210,108,2
3175,1180,210,108,2
3175,2182,210,108,2
3175,860,210,108,2
3175,374,210,108,2
3175,1899,210,108,2
3348,705,210,108,2
3348,95,210,108,2
3348,1709,210,108,2
3348,1175,210,108,2
3348,1180,210,108,2
3348,2182,210,108,2
3348,860,210,108,2
3348,374,210,108,2
3348,1899,210,108,2
3140,705,210,108,2
3140,95,210,108,2
3140,1709,210,108,2
3140,1175,210,108,2
3140,1180,210,108,2
3140,2182,210,108,2
3140,860,210,108,2
3140,374,210,108,2
3140,1899,210,108,2
3311,705,210,108,2
3311,95,210,108,2
3311,1709,210,108,2
3311,1175,210,108,2
3311,1180,210,108,2
3311,2182,210,108,2
3311,860,210,108,2
3311,374,210,108,2
3311,1899,210,108,2
1213,705,210,108,1
1213,95,210,108,1
1213,1709,210,108,1
1213,1175,210,108,1
1213,1180,210,108,1
1213,2182,210,108,1
1213,860,210,108,1
1213,374,210,108,1
1213,1899,210,108,1
1243,705,210,108,1
1243,95,210,108,1
1243,1709,210,108,1
1243,1175,210,108,1
1243,1180,210,108,1
1243,2182,210,108,1
1243,860,210,108,1
1243,374,210,108,1
1243,1899,210,108,1
754,705,210,108,1
754,95,210,108,1
754,1709,210,108,1
754,1175,210,108,1
754,1180,210,108,1
754,2182,210,108,1
754,860,210,108,1
754,374,210,108,1
754,1899,210,108,1
814,705,210,108,1
814,95,210,108,1
814,1709,210,108,1
814,1175,210,108,1
814,1180,210,108,1
814,2182,210,108,1
814,860,210,108,1
814,374,210,108,1
814,1899,210,108,1
931,705,210,108,1
931,95,210,108,1
931,1709,210,108,1
931,1175,210,108,1
931,1180,210,108,1
931,2182,210,108,1
931,860,210,108,1
931,374,210,108,1
931,1899,210,108,1
983,705,210,108,1
983,95,210,108,1
983,1709,210,108,1
983,1175,210,108,1
983,1180,210,108,1
983,2182,210,108,1
983,860,210,108,1
983,374,210,108,1
983,1899,210,108,1
4308,705,210,108,2
4308,95,210,108,2
4308,1709,210,108,2
4308,1175,210,108,2
4308,1180,210,108,2
4308,2182,210,108,2
4308,860,210,108,2
4308,374,210,108,2
4308,1899,210,108,2
4397,705,210,108,2
4397,95,210,108,2
4397,1709,210,108,2
4397,1175,210,108,2
4397,1180,210,108,2
4397,2182,210,108,2
4397,860,210,108,2
4397,374,210,108,2
4397,1899,210,108,2
4167,705,210,108,2
4167,95,210,108,2
4167,1709,210,108,2
4167,1175,210,108,2
4167,1180,210,108,2
4167,2182,210,108,2
4167,860,210,108,2
4167,374,210,108,2
4167,1899,210,108,2
4281,705,210,108,2
4281,95,210,108,2
4281,1709,210,108,2
4281,1175,210,108,2
4281,1180,210,108,2
4281,2182,210,108,2
4281,860,210,108,2
4281,374,210,108,2
4281,1899,210,108,2
4216,705,210,108,2
4216,95,210,108,2
4216,1709,210,108,2
4216,1175,210,108,2
4216,1180,210,108,2
4216,2182,210,108,2
4216,860,210,108,2
4216,374,210,108,2
4216,1899,210,108,2
4323,705,210,108,2
4323,95,210,108,2
4323,1709,210,108,2
4323,1175,210,108,2
4323,1180,210,108,2
4323,2182,210,108,2
4323,860,210,108,2
4323,374,210,108,2
4323,1899,210,108,2
3464,891,228,190,2
3464,175,228,190,2
3464,1834,228,190,2
3464,1221,228,190,2
3464,1372,228,190,2
3464,1002,228,190,2
3464,555,228,190,2
3464,1999,228,190,2
3486,891,228,190,2
3486,175,228,190,2
3486,1834,228,190,2
3486,1221,228,190,2
3486,1372,228,190,2
3486,1002,228,190,2
3486,555,228,190,2
3486,1999,228,190,2
3445,891,228,190,2
3445,175,228,190,2
3445,1834,228,190,2
3445,1221,228,190,2
3445,1372,228,190,2
3445,1002,228,190,2
3445,555,228,190,2
3445,1999,228,190,2
3462,891,228,190,2
3462,175,228,190,2
3462,1834,228,190,2
3462,1221,228,190,2
3462,1372,228,190,2
3462,1002,228,190,2
3462,555,228,190,2
3462,1999,228,190,2
3452,891,228,190,2
3452,175,228,190,2
3452,1834,228,190,2
3452,1221,228,190,2
3452,1372,228,190,2
3452,1002,228,190,2
3452,555,228,190,2
3452,1999,228,190,2
3468,891,228,190,2
3468,175,228,190,2
3468,1834,228,190,2
3468,1221,228,190,2
3468,1372,228,190,2
3468,1002,228,190,2
3468,555,228,190,2
3468,1999,228,190,2
1277,891,228,190,1
1277,175,228,190,1
1277,1834,228,190,1
1277,1221,228,190,1
1277,1372,228,190,1
1277,1002,228,190,1
1277,555,228,190,1
1277,1999,228,190,1
1287,891,228,190,1
1287,175,228,190,1
1287,1834,228,190,1
1287,1221,228,190,1
1287,1372,228,190,1
1287,1002,228,190,1
1287,555,228,190,1
1287,1999,228,190,1
921,891,228,190,1
921,175,228,190,1
921,1834,228,190,1
921,1221,228,190,1
921,1372,228,190,1
921,1002,228,190,1
921,555,228,190,1
921,1999,228,190,1
932,891,228,190,1
932,175,228,190,1
932,1834,228,190,1
932,1221,228,190,1
932,1372,228,190,1
932,1002,228,190,1
932,555,228,190,1
932,1999,228,190,1
1057,891,228,190,1
1057,175,228,190,1
1057,1834,228,190,1
1057,1221,228,190,1
1057,1372,228,190,1
1057,1002,228,190,1
1057,555,228,190,1
1057,1999,228,190,1
1071,891,228,190,1
1071,175,228,190,1
1071,1834,228,190,1
1071,1221,228,190,1
1071,1372,228,190,1
1071,1002,228,190,1
1071,555,228,190,1
1071,1999,228,190,1
4490,891,228,190,2
4490,175,228,190,2
4490,1834,228,190,2
4490,1221,228,190,2
4490,1372,228,190,2
4490,1002,228,190,2
4490,555,228,190,2
4490,1999,228,190,2
4499,891,228,190,2
4499,175,228,190,2
4499,1834,228,190,2
4499,1221,228,190,2
4499,1372,228,190,2
4499,1002,228,190,2
4499,555,228,190,2
4499,1999,228,190,2
4368,891,228,190,2
4368,175,228,190,2
4368,1834,228,190,2
4368,1221,228,190,2
4368,1372,228,190,2
4368,1002,228,190,2
4368,555,228,190,2
4368,1999,228,190,2
4380,891,228,190,2
4380,175,228,190,2
4380,1834,228,190,2
4380,1221,228,190,2
4380,1372,228,190,2
4380,1002,228,190,2
4380,555,228,190,2
4380,1999,228,190,2
4414,891,228,190,2
4414,175,228,190,2
4414,1834,228,190,2
4414,1221,228,190,2
4414,1372,228,190,2
4414,1002,228,190,2
4414,555,228,190,2
4414,1999,228,190,2
4420,891,228,190,2
4420,175,228,190,2
4420,1834,228,190,2
4420,1221,228,190,2
4420,1372,228,190,2
4420,1002,228,190,2
4420,555,228,190,2
4420,1999,228,190,2
3696,1009,228,169,2
3696,175,228,169,2
3696,1876,228,169,2
3696,1449,228,169,2
3696,1425,228,169,2
3696,1190,228,169,2
3696,597,228,169,2
3696,2059,228,169,2
3774,1009,228,169,2
3774,175,228,169,2
3774,1876,228,169,2
3774,1449,228,169,2
3774,1425,228,169,2
3774,1190,228,169,2
3774,597,228,169,2
3774,2059,228,169,2
3575,1009,228,169,2
3575,175,228,169,2
3575,1876,228,169,2
3575,1449,228,169,2
3575,1425,228,169,2
3575,1190,228,169,2
3575,597,228,169,2
3575,2059,228,169,2
3663,1009,228,169,2
3663,175,228,169,2
3663,1876,228,169,2
3663,1449,228,169,2
3663,1425,228,169,2
3663,1190,228,169,2
3663,597,228,169,2
3663,2059,228,169,2
3610,1009,228,169,2
3610,175,228,169,2
3610,1876,228,169,2
3610,1449,228,169,2
3610,1425,228,169,2
3610,1190,228,169,2
3610,597,228,169,2
3610,2059,228,169,2
3698,1009,228,169,2
3698,175,228,169,2
3698,1876,228,169,2
3698,1449,228,169,2
3698,1425,228,169,2
3698,1190,228,169,2
3698,597,228,169,2
3698,2059,228,169,2
1317,1009,228,169,1
1317,175,228,169,1
1317,1876,228,169,1
1317,1449,228,169,1
1317,1425,228,169,1
1317,1190,228,169,1
1317,597,228,169,1
1317,2059,228,169,1
1346,1009,228,169,1
1346,175,228,169,1
1346,1876,228,169,1
1346,1449,228,169,1
1346,1425,228,169,1
1346,1190,228,169,1
1346,597,228,169,1
1346,2059,228,169,1
1019,1009,228,169,1
1019,175,228,169,1
1019,1876,228,169,1
1019,1449,228,169,1
1019,1425,228,169,1
1019,1190,228,169,1
1019,597,228,169,1
1019,2059,228,169,1
1078,1009,228,169,1
1078,175,228,169,1
1078,1876,228,169,1
1078,1449,228,169,1
1078,1425,228,169,1
1078,1190,228,169,1
1078,597,228,169,1
1078,2059,228,169,1
1131,1009,228,169,1
1131,175,228,169,1
1131,1876,228,169,1
1131,1449,228,169,1
1131,1425,228,169,1
1131,1190,228,169,1
1131,597,228,169,1
1131,2059,228,169,1
1181,1009,228,169,1
1181,175,228,169,1
1181,1876,228,169,1
1181,1449,228,169,1
1181,1425,228,169,1
1181,1190,228,169,1
1181,597,228,169,1
1181,2059,228,169,1
4575,1009,228,169,2
4575,175,228,169,2
4575,1876,228,169,2
4575,1449,228,169,2
4575,1425,228,169,2
4575,1190,228,169,2
4575,597,228,169,2
4575,2059,228,169,2
4608,1009,228,169,2
4608,175,228,169,2
4608,1876,228,169,2
4608,1449,228,169,2
4608,1425,228,169,2
4608,1190,228,169,2
4608,597,228,169,2
4608,2059,228,169,2
4445,1009,228,169,2
4445,175,228,169,2
4445,1876,228,169,2
4445,1449,228,169,2
4445,1425,228,169,2
4445,1190,228,169,2
4445,597,228,169,2
4445,2059,228,169,2
4486,1009,228,169,2
4486,175,228,169,2
4486,1876,228,169,2
4486,1449,228,169,2
4486,1425,228,169,2
4486,1190,228,169,2
4486,597,228,169,2
4486,2059,228,169,2
4488,1009,228,169,2
4488,175,228,169,2
4488,1876,228,169,2
4488,1449,228,169,2
4488,1425,228,169,2
4488,1190,228,169,2
4488,597,228,169,2
4488,2059,228,169,2
4537,1009,228,169,2
4537,175,228,169,2
4537,1876,228,169,2
4537,1449,228,169,2
4537,1425,228,169,2
4537,1190,228,169,2
4537,597,228,169,2
4537,2059,228,169,2
3954,1154,230,163,2
3954,260,230,163,2
3954,1952,230,163,2
3954,1451,230,163,2
3954,1403,230,163,2
3954,1268,230,163,2
3954,667,230,163,2
3954,2100,230,163,2
4177,1154,230,163,2
4177,260,230,163,2
4177,1952,230,163,2
4177,1451,230,163,2
4177,1403,230,163,2
4177,1268,230,163,2
4177,667,230,163,2
4177,2100,230,163,2
3846,1154,230,163,2
3846,260,230,163,2
3846,1952,230,163,2
3846,1451,230,163,2
3846,1403,230,163,2
3846,1268,230,163,2
3846,667,230,163,2
3846,2100,230,163,2
4056,1154,230,163,2
4056,260,230,163,2
4056,1952,230,163,2
4056,1451,230,163,2
4056,1403,230,163,2
4056,1268,230,163,2
4056,667,230,163,2
4056,2100,230,163,2
3891,1154,230,163,2
3891,260,230,163,2
3891,1952,230,163,2
3891,1451,230,163,2
3891,1403,230,163,2
3891,1268,230,163,2
3891,667,230,163,2
3891,2100,230,163,2
4097,1154,230,163,2
4097,260,230,163,2
4097,1952,230,163,2
4097,1451,230,163,2
4097,1403,230,163,2
4097,1268,230,163,2
4097,667,230,163,2
4097,2100,230,163,2
1393,1154,230,163,1
1393,260,230,163,1
1393,1952,230,163,1
1393,1451,230,163,1
1393,1403,230,163,1
1393,1268,230,163,1
1393,667,230,163,1
1393,2100,230,163,1
1427,1154,230,163,1
1427,260,230,163,1
1427,1952,230,163,1
1427,1451,230,163,1
1427,1403,230,163,1
1427,1268,230,163,1
1427,667,230,163,1
1427,2100,230,163,1
1145,1154,230,163,1
1145,260,230,163,1
1145,1952,230,163,1
1145,1451,230,163,1
1145,1403,230,163,1
1145,1268,230,163,1
1145,667,230,163,1
1145,2100,230,163,1
1248,1154,230,163,1
1248,260,230,163,1
1248,1952,230,163,1
1248,1451,230,163,1
1248,1403,230,163,1
1248,1268,230,163,1
1248,667,230,163,1
1248,2100,230,163,1
1247,1154,230,163,1
1247,260,230,163,1
1247,1952,230,163,1
1247,1451,230,163,1
1247,1403,230,163,1
1247,1268,230,163,1
1247,667,230,163,1
1247,2100,230,163,1
1330,1154,230,163,1
1330,260,230,163,1
1330,1952,230,163,1
1330,1451,230,163,1
1330,1403,230,163,1
1330,1268,230,163,1
1330,667,230,163,1
1330,2100,230,163,1
4674,1154,230,163,2
4674,260,230,163,2
4674,1952,230,163,2
4674,1451,230,163,2
4674,1403,230,163,2
4674,1268,230,163,2
4674,667,230,163,2
4674,2100,230,163,2
4723,1154,230,163,2
4723,260,230,163,2
4723,1952,230,163,2
4723,1451,230,163,2
4723,1403,230,163,2
4723,1268,230,163,2
4723,667,230,163,2
4723,2100,230,163,2
4574,1154,230,163,2
4574,260,230,163,2
4574,1952,230,163,2
4574,1451,230,163,2
4574,1403,230,163,2
4574,1268,230,163,2
4574,667,230,163,2
4574,2100,230,163,2
4664,1154,230,163,2
4664,260,230,163,2
4664,1952,230,163,2
4664,1451,230,163,2
4664,1403,230,163,2
4664,1268,230,163,2
4664,667,230,163,2
4664,2100,230,163,2
4612,1154,230,163,2
4612,260,230,163,2
4612,1952,230,163,2
4612,1451,230,163,2
